Date,Brand,Model,Price,Quantity,Total Price,Customer Name,City,State,Payment Mode,Dealer
45127,Ducati,Scrambler,412445,1,412445,Jacob Hall,Jeffreyland,Rajasthan,Cash,Flynn-Hernandez
45198,Ducati,Panigale,229670,3,689010,James Flynn,Johnhaven,Maharashtra,EMI,Tran Ltd
45244,Ducati,Scrambler,471976,2,943952,Megan Jones,Jimmyburgh,Tamil Nadu,Cash,"Weaver, Jefferson and Sandoval"
45396,Kawasaki,Z650,334786,2,669572,Alexandra Ortega,West Sandra,West Bengal,EMI,"Jenkins, Brennan and Smith"
45711,Suzuki,Intruder,274180,3,822540,Ricky Mayo,Hallshire,Delhi,Online,Johnson Group
45749,Suzuki,Access 125,95618,3,286854,Melissa Butler,Port Susanhaven,Gujarat,Credit Card,Whitney-Morrison
45203,Yamaha,FZ,227777,2,455554,Shannon Mendoza,Singhland,Gujarat,Cash,Fuller-Davis
45066,Harley-Davidson,Forty-Eight,389454,3,1168362,Molly Lara,Lake Jason,Delhi,Online,"Yoder, Juarez and Thompson"
45536,Yamaha,FZ,214994,3,644982,Brian Randall,North Amandatown,Rajasthan,Online,"Clarke, Mendoza and Morris"
45111,Harley-Davidson,Street 750,99927,2,199854,Leslie Fuller,Martinezfurt,Rajasthan,Online,"Mckay, Franklin and Wright"
45548,Yamaha,MT-15,274019,3,822057,Stacey Diaz,Evanston,Karnataka,Online,Jones-Duffy
45048,Royal Enfield,Himalayan,277837,2,555674,Paul Coleman,Brandyview,Gujarat,EMI,Holt-Chandler
45165,Royal Enfield,Classic 350,280922,1,280922,Dakota Curry,Stevebury,Maharashtra,Credit Card,Cox-Glenn
45219,Kawasaki,Versys,222312,3,666936,Christine Diaz,Lake Elijahfurt,West Bengal,Debit Card,Harris PLC
45383,Honda,Hornet,162052,2,324104,Tammy Foster,Mckinneyborough,West Bengal,Debit Card,"Ellis, Singleton and Estrada"
45666,Ducati,Panigale,375099,1,375099,Tammy Hanson,Nathanville,Tamil Nadu,Online,"Smith, Krause and Williams"
45406,Suzuki,Gixxer,415269,2,830538,Tiffany Ortiz,Emilyton,Rajasthan,Credit Card,Lee-Martin
45116,Ducati,Scrambler,117312,3,351936,Julie Ward,South Davidmouth,Karnataka,Cash,Moore-Watkins
45242,Ducati,Scrambler,151765,3,455295,Robert Phillips,Matthewborough,Delhi,EMI,Clark and Sons
45043,Royal Enfield,Bullet 350,95904,3,287712,Mark Hernandez,Marisafurt,Tamil Nadu,EMI,"Buck, Hughes and Thompson"
45480,Harley-Davidson,Forty-Eight,100793,1,100793,Nicholas Garcia,Yeseniamouth,Maharashtra,Cash,Howe Inc
45628,Yamaha,FZ,153013,3,459039,Maureen Sims,West Heather,West Bengal,Credit Card,"Lamb, Rodriguez and Johnson"
45344,Suzuki,Gixxer,407841,2,815682,Tyler Fleming,East Josephchester,Gujarat,EMI,"Johnson, Wade and Rivera"
45688,Kawasaki,Versys,356016,3,1068048,Joanne Quinn,South Justin,Rajasthan,EMI,Mitchell LLC
45325,Suzuki,Access 125,253262,2,506524,George Perry,Ashleyview,Karnataka,EMI,"Hawkins, Foster and Reilly"
45155,Royal Enfield,Himalayan,82335,1,82335,Jonathan Mendoza,Port Christinashire,Maharashtra,Online,"Michael, Evans and Hill"
45385,Honda,Unicorn,365512,2,731024,Derek Wright,Boydview,Karnataka,Debit Card,Clarke Inc
45492,Kawasaki,Z650,493132,3,1479396,Noah Sampson,Marshallport,Karnataka,Debit Card,Rodriguez Inc
45653,Honda,Unicorn,178295,1,178295,Curtis Obrien,West Kathybury,Maharashtra,Credit Card,Morgan LLC
45240,Ducati,Monster,426684,3,1280052,Richard Stevens,Davidberg,Tamil Nadu,EMI,James LLC
45378,Kawasaki,Ninja 300,470480,2,940960,Alison Lee,Lake Jessicaberg,Maharashtra,Online,Chavez-Perez
45330,Yamaha,FZS,370086,2,740172,Lindsay Zhang,East Emilyhaven,Delhi,EMI,Porter Group
45732,Yamaha,R15,210801,1,210801,Nicole Duncan PhD,Lake Scott,Delhi,Debit Card,"King, Jones and Stone"
45766,Harley-Davidson,Street 750,498304,1,498304,Edgar Gardner,East Christopherhaven,Delhi,Debit Card,Rose PLC
45297,Yamaha,R15,371054,1,371054,Gregory Payne,West Joyceside,West Bengal,EMI,Boyd Ltd
45596,Yamaha,MT-15,171849,1,171849,Christopher Bowen,East James,Karnataka,EMI,Johnson PLC
45096,Royal Enfield,Bullet 350,235655,1,235655,Norma Terrell,New Michael,Delhi,EMI,Smith PLC
45733,Honda,Hornet,468973,3,1406919,Alisha Mcdaniel,Lake Tiffanyshire,Rajasthan,Online,"Herrera, Miller and Kent"
45081,Ducati,Monster,174123,1,174123,Jason Holt,West Robertfurt,Delhi,Debit Card,Le and Sons
45306,Royal Enfield,Bullet 350,343161,1,343161,Sophia Bailey,Hoffmanburgh,West Bengal,Cash,"Fitzgerald, Perez and Roberts"
45475,Honda,CB Shine,264908,3,794724,Michelle Byrd,Lake Rachel,Rajasthan,Online,Hernandez-Arnold
45435,Suzuki,Access 125,148497,3,445491,Andrew Wilson,North Stephanie,West Bengal,Credit Card,"Walsh, Nelson and Miller"
45381,Suzuki,Access 125,474802,3,1424406,Andrew Becker,Perezfort,Rajasthan,Online,"Sandoval, Perez and Reid"
45369,Yamaha,FZS,184971,1,184971,David Solis,New Whitneyburgh,Maharashtra,Online,Hernandez and Sons
45334,Honda,Hornet,253159,1,253159,Rachel Wilson DVM,New Michelleberg,Gujarat,Cash,"Miller, Wilson and Lucas"
45506,Yamaha,MT-15,124652,2,249304,Jacob Schneider,West Evan,Rajasthan,EMI,Evans-Flynn
45693,Ducati,Monster,382999,3,1148997,Holly Jackson,South Amber,West Bengal,Debit Card,Juarez-Mathis
45169,Honda,CB Shine,433085,2,866170,David Phillips,Richardfort,Maharashtra,EMI,"Garcia, Patton and Smith"
45648,Ducati,Monster,115271,2,230542,Jeremy Nelson,South Katherine,Gujarat,Online,"Salazar, Howard and Knight"
45444,Ducati,Panigale,475715,3,1427145,April Stewart,Carlosfort,Tamil Nadu,EMI,Baker-Graves
45654,Kawasaki,Ninja 300,424153,2,848306,James Brown,Emilyview,Tamil Nadu,Credit Card,Andrews-Little
45129,Suzuki,Gixxer,413025,2,826050,Eric Howe,New Joshuabury,West Bengal,Credit Card,"Figueroa, Herrera and Rogers"
45646,Honda,Hornet,255629,1,255629,Stephanie Brandt,Kimberlyborough,Maharashtra,Online,"Herrera, Mason and Elliott"
45208,Yamaha,MT-15,292118,2,584236,Sonya Moreno,North Robin,Maharashtra,Cash,"Moran, Hamilton and Spence"
45550,Suzuki,Gixxer,113772,2,227544,Gary Campbell,Juanmouth,Maharashtra,Cash,Walsh and Sons
45594,Ducati,Scrambler,468055,3,1404165,Elizabeth Smith,West Gabrielfurt,Gujarat,Debit Card,Mejia-Harris
45351,Royal Enfield,Classic 350,305443,1,305443,John Sexton,New Abigail,Karnataka,Cash,Alexander LLC
45313,Ducati,Scrambler,196888,3,590664,Nicholas Wood,Petershire,Gujarat,Credit Card,Wilson-Carter
45055,Kawasaki,Ninja 300,153347,3,460041,Jesse Perkins,Cantrellmouth,Gujarat,Debit Card,"Lee, Fletcher and Baldwin"
45584,Yamaha,FZ,201621,2,403242,Michelle Olson,East Jeffrey,Maharashtra,Online,"Bass, Dixon and Farmer"
45126,Royal Enfield,Classic 350,469490,3,1408470,Brian Mcmillan,Ronaldmouth,West Bengal,Debit Card,Ford Group
45364,Suzuki,Access 125,112747,2,225494,Emily Woods,East Ashleyview,Maharashtra,Credit Card,"Stevens, Hopkins and Perez"
45497,Royal Enfield,Classic 350,141350,3,424050,Brent Jordan,South Charles,Delhi,Credit Card,Brewer-Middleton
45424,Kawasaki,Z650,227391,2,454782,Lisa Callahan,West Darrell,Maharashtra,Cash,Brown-Dean
45491,Honda,Hornet,385800,1,385800,Wendy West,Leeberg,Delhi,Online,"Tyler, Thomas and Reyes"
45242,Harley-Davidson,Iron 883,241771,2,483542,Eric Wheeler,South Daniel,Maharashtra,Cash,Rodriguez Ltd
45126,Kawasaki,Z650,418680,1,418680,Dawn Browning,Haileyton,Rajasthan,EMI,Cobb-Schmidt
45608,Yamaha,R15,155653,3,466959,Mark Krause,New Matthew,Maharashtra,Debit Card,Lynch-Curry
45334,Kawasaki,Ninja 300,437946,3,1313838,Christopher Fisher,Patriciahaven,Rajasthan,EMI,Hall Group
45066,Kawasaki,Versys,295997,1,295997,Emily Grant,Crawfordchester,West Bengal,Credit Card,Morgan LLC
45238,Harley-Davidson,Forty-Eight,123324,2,246648,Willie Smith MD,Lake Rachael,Karnataka,Debit Card,"Martin, Burke and Ryan"
45516,Royal Enfield,Himalayan,305568,3,916704,Phillip Webster,Lake Tammyville,Gujarat,Debit Card,Smith-Blackwell
45568,Harley-Davidson,Forty-Eight,404481,3,1213443,David Taylor,Port Amyport,Rajasthan,Online,"Taylor, Spence and Lucas"
45215,Yamaha,FZ,441889,1,441889,David Fuller,Lake Becky,Rajasthan,Cash,Crosby-Kline
45124,Suzuki,Intruder,489269,1,489269,Devin Shaffer,West Annetteburgh,Karnataka,EMI,"Robinson, Patterson and Smith"
45425,Harley-Davidson,Street 750,208162,1,208162,Jessica Cline,Smithland,Delhi,Credit Card,"Gutierrez, Powell and Lucas"
45183,Suzuki,Access 125,395436,2,790872,Erin Elliott,Davidfurt,Gujarat,Cash,Francis Ltd
45366,Royal Enfield,Bullet 350,463112,1,463112,Michael Atkins,Lake Roberthaven,Rajasthan,Online,"Wood, Miles and Gates"
45402,Royal Enfield,Bullet 350,239132,2,478264,Ryan Dunn,Hardinberg,Tamil Nadu,Debit Card,Chang-Bell
45200,Kawasaki,Z650,136176,2,272352,Marie Ferguson,West Zacharymouth,Delhi,Credit Card,"Gonzalez, Chapman and Walker"
45541,Suzuki,Gixxer,292053,2,584106,Terry Maldonado,Austinshire,Maharashtra,Online,Taylor PLC
45257,Honda,CBR500R,92351,2,184702,Rebecca Anderson,Coleville,Delhi,Debit Card,Pitts and Sons
